scenario_id,perturbed_source,delta_t_seconds,recall,order_penalty,order_aware_recall
KC-14,CloudTrail,120,1.0,0.0,1.0
KC-14,CloudTrail,180,1.0,0.0,1.0
KC-14,CloudTrail,240,1.0,0.0,1.0
KC-14,CloudTrail,300,1.0,0.0,1.0
KC-14,CloudTrail,360,1.0,0.0,1.0
KC-14,CloudTrail,420,1.0,0.0,1.0
KC-14,CloudTrail,480,1.0,0.0,1.0
KC-14,CloudTrail,540,1.0,0.0,1.0
KC-14,CloudTrail,600,1.0,0.0,1.0
KC-14,CloudTrail,660,1.0,0.0,1.0
KC-14,CloudTrail,720,1.0,0.0,1.0
KC-14,CloudTrail,780,1.0,0.0,1.0
KC-14,CloudTrail,840,1.0,0.0,1.0
KC-14,CloudTrail,900,1.0,0.0,1.0
KC-15,CloudTrail,-900,1.0,0.0,1.0
KC-15,CloudTrail,-840,1.0,0.0,1.0
KC-15,CloudTrail,-780,1.0,0.0,1.0
KC-15,CloudTrail,-720,1.0,0.0,1.0
KC-15,CloudTrail,-660,1.0,0.0,1.0
KC-15,CloudTrail,-600,1.0,0.0,1.0
KC-15,CloudTrail,-540,1.0,0.0,1.0
KC-15,CloudTrail,-480,1.0,0.0,1.0
KC-15,CloudTrail,-420,1.0,0.0,1.0
KC-15,CloudTrail,-360,1.0,0.0,1.0
KC-15,CloudTrail,-300,1.0,0.0,1.0
KC-15,CloudTrail,-240,1.0,0.0,1.0
KC-15,CloudTrail,-180,1.0,0.0,1.0
KC-15,CloudTrail,-120,1.0,0.0,1.0
KC-15,CloudTrail,-60,1.0,0.0,1.0
KC-15,CloudTrail,0,1.0,0.0,1.0
KC-15,CloudTrail,60,1.0,0.0,1.0
KC-15,CloudTrail,120,1.0,0.25,0.75
KC-15,CloudTrail,180,1.0,0.25,0.75
KC-15,CloudTrail,240,1.0,0.25,0.75
KC-15,CloudTrail,300,1.0,0.25,0.75
KC-15,CloudTrail,360,1.0,0.25,0.75
KC-15,CloudTrail,420,1.0,0.25,0.75
KC-15,CloudTrail,480,1.0,0.25,0.75
KC-15,CloudTrail,540,1.0,0.25,0.75
KC-15,CloudTrail,600,1.0,0.25,0.75
KC-15,CloudTrail,660,1.0,0.25,0.75
KC-15,CloudTrail,720,1.0,0.25,0.75
KC-15,CloudTrail,780,1.0,0.25,0.75
KC-15,CloudTrail,840,1.0,0.25,0.75
KC-15,CloudTrail,900,1.0,0.25,0.75
KC-15,S3,-900,1.0,0.25,0.75
KC-15,S3,-840,1.0,0.25,0.75
KC-15,S3,-780,1.0,0.25,0.75
KC-15,S3,-720,1.0,0.25,0.75
KC-15,S3,-660,1.0,0.25,0.75
KC-15,S3,-600,1.0,0.25,0.75
KC-15,S3,-540,1.0,0.25,0.75
KC-15,S3,-480,1.0,0.25,0.75
KC-15,S3,-420,1.0,0.25,0.75
KC-15,S3,-360,1.0,0.25,0.75
KC-15,S3,-300,1.0,0.25,0.75
KC-15,S3,-240,1.0,0.25,0.75
KC-15,S3,-180,1.0,0.25,0.75
KC-15,S3,-120,1.0,0.25,0.75
KC-15,S3,-60,1.0,0.0,1.0
KC-15,S3,0,1.0,0.0,1.0
KC-15,S3,60,1.0,0.0,1.0
KC-15,S3,120,1.0,0.0,1.0
KC-15,S3,180,1.0,0.0,1.0
KC-15,S3,240,1.0,0.0,1.0
KC-15,S3,300,1.0,0.0,1.0
KC-15,S3,360,1.0,0.0,1.0
KC-15,S3,420,1.0,0.0,1.0
KC-15,S3,480,1.0,0.0,1.0
KC-15,S3,540,1.0,0.0,1.0
KC-15,S3,600,1.0,0.0,1.0
KC-15,S3,660,1.0,0.0,1.0
KC-15,S3,720,1.0,0.0,1.0
KC-15,S3,780,1.0,0.0,1.0
KC-15,S3,840,1.0,0.0,1.0
KC-15,S3,900,1.0,0.0,1.0
